web-scraper-order,web-scraper-start-url,link,link-href,title,area,price,rooms,address,advertiser
"1598196155-2930","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=11&rows=100","Ruhige Wohnung im Joanneumviertel mit Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/ruhige-wohnung-im-joanneumviertel-mit-balkon-401541753/","Ruhige Wohnung im Joanneumviertel mit Balkon","97 m","1.083,84","3 Zimmer","8010
    
    
        Graz","grazial.at - Ihre Immobilienvermittlung"
"1598196175-3655","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=4&rows=100","Wohnen mit Ausblick - Fokus West - Provisionsfreier Erstbezug","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohnen-mit-ausblick-fokus-west-provisionsfreier-erstbezug-402101130/","Wohnen mit Ausblick - Fokus West - Provisionsfreier Erstbezug","106 m","1.249,50","4 Zimmer","8020
    
    
        Graz","Green Immobilien GmbH"
"1598196184-3901","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=1&rows=100","Zimmer in 2er WG Bezirk Jakomini","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/zimmer-in-2er-wg-bezirk-jakomini-402437200/","Zimmer in 2er WG Bezirk Jakomini","13 m","410,-","2 Zimmer","8010
    
    
        Graz","Privat"
"1598196082-308","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","In zentraler ruhige Lage! Wunderschöne, moderne 3-Zimmer-Erstbezugswohnung mit Balkon und...","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/in-zentraler-ruhige-lage-wunderschoene-moderne-3-zimmer-erstbezugswohnung-mit-balkon-und-schlossbergblick-397120605/","In zentraler ruhige Lage! Wunderschöne, moderne 3-Zimmer-Erstbezugswohnung mit Balkon und...","70 m","799,29","3 Zimmer","8020
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196139-2332","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=17&rows=100","Nette 2 Zimmer Wohnung in der Nähe vom Schloss Eggenberg! Frei ab 01.09.2020","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/nette-2-zimmer-wohnung-in-der-naehe-vom-schloss-eggenberg-frei-ab-01-09-2020-394180668/","Nette 2 Zimmer Wohnung in der Nähe vom Schloss Eggenberg! Frei ab 01.09.2020","42 m","489,29","2 Zimmer","8020
    
    
        Graz","Stiwog Immobilien"
"1598196124-1858","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","Sehr gepflegte 2 Zimmerwohnung mit 61,43m² und Balkon in Graz-Lend!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/sehr-gepflegte-2-zimmerwohnung-mit-61-43m-und-balkon-in-graz-lend-399618780/","Sehr gepflegte 2 Zimmerwohnung mit 61,43m² und Balkon in Graz-Lend!","61 m","668,17","2 Zimmer","8020
    
    
        Graz","s REAL Steiermark"
"1598196087-551","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=35&rows=100","Helle sanierte Mietwohnung im Erdgeschoß","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/helle-sanierte-mietwohnung-im-erdgeschoss-383355559/","Helle sanierte Mietwohnung im Erdgeschoß","52 m","650,-","2 Zimmer","8010
    
    
        Graz","Neuhold IMMOBILIEN GmbH"
"1598196119-1646","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=24&rows=100","Stadtwohnung mit Galerie - Terrasse - sehr ruhig - sonnig - Nähe Kaiser-Josef-Platz - ab sofort","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/stadtwohnung-mit-galerie-terrasse-sehr-ruhig-sonnig-naehe-kaiser-josef-platz-ab-sofort-386275010/","Stadtwohnung mit Galerie - Terrasse - sehr ruhig - sonnig - Nähe Kaiser-Josef-Platz - ab sofort","88 m","1.041,74","2 Zimmer","8010
    
    
        Graz","DELTA Immobilien Verwaltungs-, Vermittlungs-, Verwertungsgesellschaft m.b.H"
"1598196127-1891","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=21&rows=100","ERSTBEZUG! 4er WG neben FH & Schloss Eggenberg","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/erstbezug-4er-wg-neben-fh-schloss-eggenberg-380165553/","ERSTBEZUG! 4er WG neben FH & Schloss Eggenberg","90 m","1.305,56","4 Zimmer","8020
    
    
        Graz","Immo Vice GmbH"
"1598196093-727","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","Schillerplatz. Sehr schöne 3-Zimmerwohnung mit kleinem Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schillerplatz-sehr-schoene-3-zimmerwohnung-mit-kleinem-balkon-347560970/","Schillerplatz. Sehr schöne 3-Zimmerwohnung mit kleinem Balkon","65 m","777,79","3 Zimmer","8010
    
    
        Graz","Hausbergg Immobilien Real Estate Development GmbH"
"1598196124-1853","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=22&rows=100","freies Zimmer in einer Studenten WG ab sofort verfügbar","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/freies-zimmer-in-einer-studenten-wg-ab-sofort-verfuegbar-399623135/","freies Zimmer in einer Studenten WG ab sofort verfügbar","19 m","320,-","3 Zimmer","8010
    
    
        Graz","IMMOXX. Immobilien Kanzlei"
"1598196096-806","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=32&rows=100","Neubauwohnung mit großem Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neubauwohnung-mit-grossem-balkon-390998070/","Neubauwohnung mit großem Balkon","48 m","637,82","2 Zimmer","8010
    
    
        Jakomini","Bischof Immobilien GesmbH"
"1598196082-317","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=37&rows=100","Exculsive 2-Zimmer Wohnung - EGGENBERG - TG-Platz und Terrasse!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/exculsive-2-zimmer-wohnung-eggenberg-tg-platz-und-terrasse-401389039/","Exculsive 2-Zimmer Wohnung - EGGENBERG - TG-Platz und Terrasse!","50 m","636,65","2 Zimmer","8020
    
    
        Eggenberg","MUNDWERK IMMOBILIEN GmbH"
"1598196150-2707","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=13&rows=100","Karl Morre Straße 86, Nähe FH, 2er WG tauglich","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/karl-morre-strasse-86-naehe-fh-2er-wg-tauglich-336949930/","Karl Morre Straße 86, Nähe FH, 2er WG tauglich","68 m","699,-","2 Zimmer","8020
    
    
        Graz","I&U Immobilientreuhand u. Unternehmensberatung GmbH"
"1598196110-1327","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=27&rows=100","Altbautraum! 6-Zimmer – Wohnen auf 173 m² im bevorzugten Grazer Wohnbezirk „Geidorf“ !","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/altbautraum-6-zimmer-wohnen-auf-173-m-im-bevorzugten-grazer-wohnbezirk-geidorf-398735537/","Altbautraum! 6-Zimmer – Wohnen auf 173 m² im bevorzugten Grazer Wohnbezirk „Geidorf“ !","173 m","1.485,-","6 Zimmer","8010
    
    
        Geidorf","Harb & Partner Immobilientreuhand GmbH"
"1598196164-3265","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=8&rows=100","Neubau - Liebenau - 52m² - 3 Zimmer Wohnung - 15m² Balkon","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neubau-liebenau-52m-3-zimmer-wohnung-15m-balkon-401787238/","Neubau - Liebenau - 52m² - 3 Zimmer Wohnung - 15m² Balkon","51 m","681,77","3 Zimmer","8041
    
    
        Liebenau","C&P Immobilien AG"
"1598196153-2850","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=12&rows=100","Leistbare 3 Zimmer Genossenschaftswohnung - Ersbezug - Provisionsfrei","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/leistbare-3-zimmer-genossenschaftswohnung-ersbezug-provisionsfrei-401389918/","Leistbare 3 Zimmer Genossenschaftswohnung - Ersbezug - Provisionsfrei","72 m","769,34","3 Zimmer","8020
    
    
        Graz","afb immobilientreuhand gmbh"
"1598196116-1501","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=25&rows=100","Wohung im Altbaustil für WG-Gründung","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/wohung-im-altbaustil-fuer-wg-gruendung-399051847/","Wohung im Altbaustil für WG-Gründung","105 m","1.200,-","5 Zimmer","8020
    
    
        Graz","Privat"
"1598196167-3357","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=7&rows=100","Annenstraße 31/14 - 2 Zimmerwohnung Nähe Stadtzentrum zu vermieten","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/annenstrasse-31-14-2-zimmerwohnung-naehe-stadtzentrum-zu-vermieten-401901150/","Annenstraße 31/14 - 2 Zimmerwohnung Nähe Stadtzentrum zu vermieten","46 m","404,11","1 Zimmer","8020
    
    
        Graz","Wesiak Gesellschaft m.b.H."
"1598196141-2449","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=16&rows=100","2 Zimmer in Reininghaus mit LOGGIA","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/2-zimmer-in-reininghaus-mit-loggia-400806434/","2 Zimmer in Reininghaus mit LOGGIA","54 m","719,73","2 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196102-1029","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=30&rows=100","Stilechte 2-Zimmer-Altbauwohnung mit Balkon in zentraler Grazer Stadtlage","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/stilechte-2-zimmer-altbauwohnung-mit-balkon-in-zentraler-grazer-stadtlage-365921384/","Stilechte 2-Zimmer-Altbauwohnung mit Balkon in zentraler Grazer Stadtlage","52 m","629,-","2 Zimmer","8020
    
    
        Graz","Imvest Immobilien Consulting GmbH & Co KG"
"1598196172-3545","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","++ ZENTRALE LAGE++ Charmante 3-Zimmer-Wohnung in toller Lage","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/-zentrale-lage-charmante-3-zimmer-wohnung-in-toller-lage-333596975/","++ ZENTRALE LAGE++ Charmante 3-Zimmer-Wohnung in toller Lage","70 m","699,67","3 Zimmer","8020
    
    
        Graz","Immo-Circle"
"1598196122-1747","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","Schöne 1 Zimmer Wohnung in der Heinrichstraße.","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/schoene-1-zimmer-wohnung-in-der-heinrichstrasse-386550343/","Schöne 1 Zimmer Wohnung in der Heinrichstraße.","56 m","621,59","1 Zimmer","8010
    
    
        Graz","GRAWE IMMOBILIEN Verwaltungs GmbH"
"1598196093-744","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=33&rows=100","AB SOFORT - Perfekte 1 Zimmer Wohnung - nahe Jakominiplatz","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/ab-sofort-perfekte-1-zimmer-wohnung-nahe-jakominiplatz-401800023/","AB SOFORT - Perfekte 1 Zimmer Wohnung - nahe Jakominiplatz","37 m","360,-","1 Zimmer","8010
    
    
        Jakomini","MUNDWERK IMMOBILIEN GmbH"
"1598196144-2519","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","NEU! 3 Zimmer Wohnung mit Balkon und Küche inklusive!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/neu-3-zimmer-wohnung-mit-balkon-und-kueche-inklusive-401076595/","NEU! 3 Zimmer Wohnung mit Balkon und Küche inklusive!","60 m","829,02","3 Zimmer","8020
    
    
        Graz","teamneunzehn.at Immobilienmanagement GmbH & Co KG"
"1598196144-2575","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=15&rows=100","INNENSTADT-FEELING PUR Charmante City-Apartments","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/innenstadt-feeling-pur-charmante-city-apartments-388070936/","INNENSTADT-FEELING PUR Charmante City-Apartments","59 m","706,04","2 Zimmer","8010
    
    
        Graz","Raiffeisen Immobilien Steiermark"
"1598196122-1694","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=23&rows=100","Freundliche SINGLE-Wohnung mit Terrasse, Obere Bahnstraße 53","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/freundliche-single-wohnung-mit-terrasse-obere-bahnstrasse-53-399538329/","Freundliche SINGLE-Wohnung mit Terrasse, Obere Bahnstraße 53","27 m","395,63","1 Zimmer","8010
    
    
        Graz","IVV Verkauf und Vermietungs GmbH"
"1598196172-3543","https://www.willhaben.at/iad/immobilien/mietwohnungen/mietwohnung-angebote?areaId=601&parent_areaid=6&page=5&rows=100","Tolle Wohnung im Grünen - mit Balkon - TG-Platz - Ragnitz!","https://www.willhaben.at/iad/immobilien/d/mietwohnungen/steiermark/graz/tolle-wohnung-im-gruenen-mit-balkon-tg-platz-ragnitz-402017216/","Tolle Wohnung im Grünen - mit Balkon - TG-Platz - Ragnitz!","35 m","431,81","1 Zimmer","8047
    
    
        Graz","MUNDWERK IMMOBILIEN GmbH"
